subscription_id,customer_id,plan_type,monthly_revenue,status,start_date,end_date
SUB-0823,CUST-0823,Pro,99,Cancelled,2025-02-01,2025-09-29
SUB-0824,CUST-0824,Pro,99,Active,2024-08-26,
SUB-0825,CUST-0825,Pro,99,Active,2024-05-13,
SUB-0826,CUST-0826,Basic,29,Cancelled,2024-08-26,2025-07-22
SUB-0827,CUST-0827,Basic,29,Active,2025-01-24,
SUB-0828,CUST-0828,Basic,29,Active,2024-07-08,
SUB-0829,CUST-0829,Pro,99,Active,2024-01-24,
SUB-0830,CUST-0830,Pro,99,Cancelled,2024-01-09,2024-11-04
SUB-0831,CUST-0831,Enterprise,299,Cancelled,2024-05-31,2024-12-27
SUB-0832,CUST-0832,Basic,29,Cancelled,2024-06-17,2025-01-13
SUB-0833,CUST-0833,Enterprise,299,Active,2024-10-18,
SUB-0834,CUST-0834,Basic,29,Cancelled,2024-10-08,2025-03-07
SUB-0835,CUST-0835,Basic,29,Cancelled,2025-01-25,2025-03-26
SUB-0836,CUST-0836,Pro,99,Active,2024-08-23,
SUB-0837,CUST-0837,Enterprise,299,Active,2024-03-27,
SUB-0838,CUST-0838,Basic,29,Cancelled,2024-04-04,2025-03-30
SUB-0839,CUST-0839,Basic,29,Active,2025-03-05,
SUB-0840,CUST-0840,Pro,99,Active,2025-01-26,
SUB-0841,CUST-0841,Pro,99,Cancelled,2024-03-11,2024-06-09
SUB-0842,CUST-0842,Basic,29,Cancelled,2024-12-28,2025-08-25
SUB-0843,CUST-0843,Basic,29,Active,2024-04-21,
SUB-0844,CUST-0844,Enterprise,299,Cancelled,2024-01-31,2024-04-30
SUB-0845,CUST-0845,Basic,29,Active,2024-01-09,
SUB-0846,CUST-0846,Enterprise,299,Active,2024-01-07,
SUB-0847,CUST-0847,Pro,99,Cancelled,2024-10-01,2025-07-28
SUB-0848,CUST-0848,Basic,29,Active,2024-09-14,
SUB-0849,CUST-0849,Pro,99,Active,2024-02-24,
SUB-0850,CUST-0850,Basic,29,Cancelled,2024-05-03,2024-06-02
SUB-0851,CUST-0851,Basic,29,Cancelled,2025-02-21,2025-07-21
SUB-0852,CUST-0852,Basic,29,Active,2025-02-11,
SUB-0853,CUST-0853,Basic,29,Active,2024-07-10,
SUB-0854,CUST-0854,Basic,29,Active,2024-10-16,
SUB-0855,CUST-0855,Basic,29,Cancelled,2024-06-02,2025-05-28
SUB-0856,CUST-0856,Pro,99,Active,2024-02-17,
SUB-0857,CUST-0857,Enterprise,299,Active,2024-07-12,
SUB-0858,CUST-0858,Basic,29,Active,2024-11-22,
SUB-0859,CUST-0859,Pro,99,Active,2024-02-12,
SUB-0860,CUST-0860,Pro,99,Active,2024-11-26,
SUB-0861,CUST-0861,Basic,29,Active,2025-04-03,
SUB-0862,CUST-0862,Basic,29,Active,2024-04-18,
SUB-0863,CUST-0863,Basic,29,Active,2024-01-24,
SUB-0864,CUST-0864,Basic,29,Active,2025-04-05,
SUB-0865,CUST-0865,Basic,29,Active,2025-04-20,
SUB-0866,CUST-0866,Basic,29,Cancelled,2025-05-07,2025-11-03
SUB-0867,CUST-0867,Pro,99,Cancelled,2025-01-20,2025-05-20
SUB-0868,CUST-0868,Pro,99,Active,2024-06-02,
SUB-0869,CUST-0869,Pro,99,Active,2024-10-17,
SUB-0870,CUST-0870,Basic,29,Active,2024-07-15,
SUB-0871,CUST-0871,Enterprise,299,Active,2024-09-13,
SUB-0872,CUST-0872,Enterprise,299,Active,2024-02-20,
SUB-0873,CUST-0873,Basic,29,Active,2025-03-05,
SUB-0874,CUST-0874,Basic,29,Cancelled,2024-11-05,2025-03-05
SUB-0875,CUST-0875,Basic,29,Active,2024-01-16,
SUB-0876,CUST-0876,Basic,29,Active,2024-09-08,
SUB-0877,CUST-0877,Enterprise,299,Cancelled,2024-10-10,2025-03-09
SUB-0878,CUST-0878,Basic,29,Active,2024-04-05,
SUB-0879,CUST-0879,Pro,99,Active,2025-01-30,
SUB-0880,CUST-0880,Pro,99,Active,2024-12-31,
SUB-0881,CUST-0881,Pro,99,Active,2024-05-17,
SUB-0882,CUST-0882,Pro,99,Active,2024-12-30,
SUB-0883,CUST-0883,Basic,29,Active,2024-06-11,
SUB-0884,CUST-0884,Enterprise,299,Active,2024-02-16,
SUB-0885,CUST-0885,Pro,99,Active,2024-08-15,
SUB-0886,CUST-0886,Enterprise,299,Cancelled,2024-02-22,2024-11-18
SUB-0887,CUST-0887,Basic,29,Active,2024-04-05,
SUB-0888,CUST-0888,Pro,99,Cancelled,2024-10-12,2024-11-11
SUB-0889,CUST-0889,Pro,99,Active,2024-01-14,
SUB-0890,CUST-0890,Enterprise,299,Active,2024-10-10,
SUB-0891,CUST-0891,Basic,29,Active,2025-03-18,
SUB-0892,CUST-0892,Basic,29,Cancelled,2024-05-29,2024-08-27
SUB-0893,CUST-0893,Enterprise,299,Cancelled,2025-02-02,2025-11-29
SUB-0894,CUST-0894,Pro,99,Active,2024-10-19,
SUB-0895,CUST-0895,Basic,29,Active,2024-03-27,
SUB-0896,CUST-0896,Enterprise,299,Active,2024-06-03,
SUB-0897,CUST-0897,Basic,29,Active,2024-03-15,
SUB-0898,CUST-0898,Pro,99,Cancelled,2024-08-10,2024-10-09
SUB-0899,CUST-0899,Basic,29,Active,2024-06-02,
SUB-0900,CUST-0900,Pro,99,Active,2024-07-03,
SUB-0901,CUST-0901,Enterprise,299,Active,2025-01-04,
SUB-0902,CUST-0902,Basic,29,Active,2024-08-22,
SUB-0903,CUST-0903,Basic,29,Active,2024-06-04,
SUB-0904,CUST-0904,Basic,29,Active,2024-06-19,
SUB-0905,CUST-0905,Basic,29,Active,2024-08-13,
SUB-0906,CUST-0906,Pro,99,Active,2025-02-21,
SUB-0907,CUST-0907,Basic,29,Cancelled,2024-06-13,2025-03-10
SUB-0908,CUST-0908,Enterprise,299,Active,2024-06-09,
SUB-0909,CUST-0909,Pro,99,Cancelled,2025-05-10,2025-06-09
SUB-0910,CUST-0910,Basic,29,Cancelled,2025-01-11,2025-09-08
SUB-0911,CUST-0911,Basic,29,Active,2024-06-15,
SUB-0912,CUST-0912,Basic,29,Active,2025-02-22,
SUB-0913,CUST-0913,Pro,99,Active,2024-02-28,
SUB-0914,CUST-0914,Enterprise,299,Active,2024-12-15,
SUB-0915,CUST-0915,Pro,99,Active,2025-04-27,
SUB-0916,CUST-0916,Pro,99,Cancelled,2025-02-12,2025-09-10
SUB-0917,CUST-0917,Enterprise,299,Cancelled,2025-02-23,2025-06-23
SUB-0918,CUST-0918,Enterprise,299,Active,2024-03-12,
SUB-0919,CUST-0919,Pro,99,Active,2024-05-09,
SUB-0920,CUST-0920,Pro,99,Cancelled,2025-02-08,2025-07-08
SUB-0921,CUST-0921,Basic,29,Cancelled,2024-08-17,2024-12-15
SUB-0922,CUST-0922,Pro,99,Cancelled,2024-09-30,2025-04-28
SUB-0923,CUST-0923,Enterprise,299,Active,2025-02-08,
SUB-0924,CUST-0924,Basic,29,Active,2024-02-25,
SUB-0925,CUST-0925,Pro,99,Active,2024-03-26,
SUB-0926,CUST-0926,Basic,29,Active,2025-05-10,
SUB-0927,CUST-0927,Basic,29,Active,2024-02-24,
SUB-0928,CUST-0928,Pro,99,Active,2024-05-12,
SUB-0929,CUST-0929,Pro,99,Active,2024-08-16,
SUB-0930,CUST-0930,Basic,29,Active,2024-08-25,
SUB-0931,CUST-0931,Pro,99,Active,2024-01-13,
SUB-0932,CUST-0932,Basic,29,Active,2024-05-31,
SUB-0933,CUST-0933,Enterprise,299,Active,2024-02-29,
SUB-0934,CUST-0934,Basic,29,Active,2024-06-08,
SUB-0935,CUST-0935,Basic,29,Cancelled,2025-02-05,2025-09-03
SUB-0936,CUST-0936,Pro,99,Active,2024-06-27,
SUB-0937,CUST-0937,Pro,99,Active,2024-08-12,
SUB-0938,CUST-0938,Basic,29,Active,2024-02-04,
SUB-0939,CUST-0939,Basic,29,Active,2025-02-18,
SUB-0940,CUST-0940,Basic,29,Cancelled,2025-03-10,2025-11-05
SUB-0941,CUST-0941,Pro,99,Active,2024-12-12,
SUB-0942,CUST-0942,Pro,99,Active,2024-09-21,
SUB-0943,CUST-0943,Basic,29,Active,2024-06-18,
SUB-0944,CUST-0944,Basic,29,Cancelled,2024-04-28,2024-12-24
SUB-0945,CUST-0945,Basic,29,Active,2024-04-05,
SUB-0946,CUST-0946,Basic,29,Cancelled,2024-01-15,2024-03-15
SUB-0947,CUST-0947,Pro,99,Active,2024-10-30,
SUB-0948,CUST-0948,Pro,99,Active,2024-01-03,
SUB-0949,CUST-0949,Basic,29,Active,2024-05-22,
SUB-0950,CUST-0950,Enterprise,299,Active,2025-02-13,
SUB-0951,CUST-0951,Pro,99,Active,2024-06-15,
SUB-0952,CUST-0952,Pro,99,Cancelled,2024-02-28,2024-10-25
SUB-0953,CUST-0953,Basic,29,Cancelled,2024-09-27,2024-10-27
SUB-0954,CUST-0954,Enterprise,299,Active,2024-11-08,
SUB-0955,CUST-0955,Enterprise,299,Cancelled,2024-06-27,2024-09-25
SUB-0956,CUST-0956,Pro,99,Cancelled,2024-11-12,2025-03-12
SUB-0957,CUST-0957,Pro,99,Cancelled,2025-04-15,2025-12-11
SUB-0958,CUST-0958,Basic,29,Active,2024-06-09,
SUB-0959,CUST-0959,Pro,99,Active,2024-06-05,
SUB-0960,CUST-0960,Basic,29,Active,2024-07-10,
SUB-0961,CUST-0961,Pro,99,Active,2024-08-02,
SUB-0962,CUST-0962,Basic,29,Cancelled,2024-08-04,2025-06-30
SUB-0963,CUST-0963,Basic,29,Cancelled,2024-11-21,2025-03-21
SUB-0964,CUST-0964,Enterprise,299,Active,2024-09-07,
SUB-0965,CUST-0965,Basic,29,Active,2024-04-05,
SUB-0966,CUST-0966,Basic,29,Cancelled,2024-11-13,2025-04-12
SUB-0967,CUST-0967,Basic,29,Active,2025-05-02,
SUB-0968,CUST-0968,Basic,29,Active,2024-03-10,
SUB-0969,CUST-0969,Enterprise,299,Active,2025-05-08,
SUB-0970,CUST-0970,Basic,29,Active,2024-12-16,
SUB-0971,CUST-0971,Pro,99,Cancelled,2024-12-29,2025-10-25
SUB-0972,CUST-0972,Basic,29,Cancelled,2024-03-26,2024-07-24
SUB-0973,CUST-0973,Basic,29,Active,2025-02-11,
SUB-0974,CUST-0974,Pro,99,Active,2024-01-17,
SUB-0975,CUST-0975,Pro,99,Active,2024-10-02,
SUB-0976,CUST-0976,Pro,99,Active,2025-02-03,
SUB-0977,CUST-0977,Pro,99,Active,2024-10-08,
SUB-0978,CUST-0978,Enterprise,299,Active,2024-05-17,
SUB-0979,CUST-0979,Basic,29,Cancelled,2025-01-24,2025-09-21
SUB-0980,CUST-0980,Pro,99,Cancelled,2024-08-05,2024-11-03
SUB-0981,CUST-0981,Enterprise,299,Active,2024-06-01,
SUB-0982,CUST-0982,Basic,29,Active,2024-05-14,
SUB-0983,CUST-0983,Pro,99,Cancelled,2024-08-12,2025-08-07
SUB-0984,CUST-0984,Basic,29,Active,2024-04-17,
SUB-0985,CUST-0985,Basic,29,Active,2024-03-25,
SUB-0986,CUST-0986,Pro,99,Cancelled,2025-02-20,2025-11-17
SUB-0987,CUST-0987,Basic,29,Active,2024-10-18,
SUB-0988,CUST-0988,Basic,29,Cancelled,2024-11-01,2025-10-27
SUB-0989,CUST-0989,Enterprise,299,Active,2024-12-26,
SUB-0990,CUST-0990,Pro,99,Cancelled,2024-10-20,2025-02-17
SUB-0991,CUST-0991,Pro,99,Cancelled,2024-03-10,2024-12-05
SUB-0992,CUST-0992,Pro,99,Active,2024-05-21,
SUB-0993,CUST-0993,Basic,29,Cancelled,2024-05-07,2024-10-04
SUB-0994,CUST-0994,Basic,29,Active,2025-02-28,
SUB-0995,CUST-0995,Basic,29,Active,2024-09-07,
SUB-0996,CUST-0996,Pro,99,Active,2024-11-17,
SUB-0997,CUST-0997,Pro,99,Active,2024-08-19,
SUB-0998,CUST-0998,Basic,29,Cancelled,2024-07-25,2025-01-21
SUB-0999,CUST-0999,Enterprise,299,Active,2024-08-20,
SUB-1000,CUST-1000,Basic,29,Active,2024-10-24,
